"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",2.11227491363543,6.18230049518964,11.544522274681,5.14165729377734,7.10397807104958,8.69659690778527,14.1251184181596,10.4027944710168,12.1062745941496,3.52518590294736
"2",7.40253581706832,5.50793457311272,3.52518590294736,8.35398709997155,9.54961526970617,12.523353929772,6.18230049518964,10.0783660198763,6.73338878219463,4.2543713031803
"3",3.02798127533219,4.47874212759747,10.8516242428417,12.9503726558392,12.523353929772,11.7144685953991,1.49605152188031,0.522140341512538,8.35398709997155,0.991740589555997
"4",7.10397807104958,14.5170524149502,10.4027944710168,6.18230049518964,4.2543713031803,8.03096090161983,9.22207406419439,3.52518590294736,13.7069641459383,8.69659690778527
"5",7.67461620119004,11.7144685953991,6.38992148727729,5.50793457311272,10.8516242428417,3.52518590294736,4.2543713031803,1.49605152188031,7.40253581706832,6.18230049518964
"6",12.1062745941496,2.68200828561457,10.0783660198763,1.49605152188031,5.95127795152348,8.35398709997155,12.9503726558392,8.35398709997155,11.544522274681,13.7069641459383
"7",2.24246346356352,14.7574289048114,12.523353929772,12.1062745941496,6.38992148727729,10.0783660198763,7.10397807104958,13.3690614428706,12.9503726558392,12.523353929772
"8",12.9503726558392,9.54961526970617,1.27161336724611,2.68200828561457,6.18230049518964,4.75539195617171,9.54961526970617,5.14165729377734,2.68200828561457,5.14165729377734
"9",9.22207406419439,13.7069641459383,11.7144685953991,6.38992148727729,2.48165733713232,7.10397807104958,8.03096090161983,9.54961526970617,0.522140341512538,2.24246346356352
"10",4.2543713031803,2.24246346356352,5.50793457311272,14.1251184181596,11.7144685953991,7.67461620119004,7.67461620119004,9.22207406419439,7.10397807104958,0.522140341512538
"11",11.544522274681,8.69659690778527,13.7069641459383,10.0783660198763,7.40253581706832,1.27161336724611,2.11227491363543,14.7574289048114,8.03096090161983,2.48165733713232
"12",10.8516242428417,5.14165729377734,12.9503726558392,7.67461620119004,3.82299422877962,11.2823275368387,10.0783660198763,6.73338878219463,1.27161336724611,14.7574289048114
"13",13.3690614428706,3.02798127533219,1.83036525837578,13.7069641459383,3.52518590294736,10.8516242428417,8.35398709997155,0.991740589555997,1.83036525837578,9.22207406419439
"14",5.50793457311272,7.40253581706832,0.522140341512538,0.522140341512538,14.7574289048114,6.18230049518964,11.544522274681,2.24246346356352,10.0783660198763,13.3690614428706
"15",9.54961526970617,1.27161336724611,7.67461620119004,9.22207406419439,12.1062745941496,3.02798127533219,13.2188985826727,2.48165733713232,11.7144685953991,4.47874212759747
"16",2.48165733713232,7.67461620119004,8.35398709997155,0.991740589555997,14.5170524149502,2.48165733713232,7.40253581706832,7.40253581706832,3.52518590294736,12.1062745941496
"17",14.1251184181596,13.2188985826727,4.47874212759747,9.54961526970617,4.75539195617171,6.38992148727729,0.991740589555997,11.2823275368387,5.14165729377734,6.38992148727729
"18",3.52518590294736,12.523353929772,2.48165733713232,4.75539195617171,2.24246346356352,13.2188985826727,11.7144685953991,4.47874212759747,14.5170524149502,10.4027944710168
"19",13.2188985826727,7.10397807104958,12.1062745941496,1.27161336724611,1.83036525837578,13.7069641459383,5.95127795152348,12.523353929772,1.49605152188031,13.2188985826727
"20",1.49605152188031,14.1251184181596,7.40253581706832,1.83036525837578,8.35398709997155,14.5170524149502,2.68200828561457,1.27161336724611,5.50793457311272,8.03096090161983
"21",6.38992148727729,8.35398709997155,5.14165729377734,13.3690614428706,4.47874212759747,0.991740589555997,8.69659690778527,14.5170524149502,8.69659690778527,3.82299422877962
"22",10.0783660198763,10.0783660198763,8.03096090161983,3.82299422877962,1.49605152188031,2.11227491363543,3.02798127533219,12.1062745941496,0.991740589555997,1.49605152188031
"23",13.7069641459383,11.2823275368387,9.54961526970617,3.52518590294736,6.73338878219463,1.49605152188031,5.50793457311272,6.38992148727729,10.8516242428417,3.02798127533219
"24",2.68200828561457,2.11227491363543,4.75539195617171,5.95127795152348,13.2188985826727,11.544522274681,2.24246346356352,4.2543713031803,3.82299422877962,11.7144685953991
"25",1.27161336724611,8.03096090161983,3.82299422877962,14.7574289048114,7.67461620119004,2.24246346356352,4.75539195617171,13.2188985826727,6.18230049518964,1.83036525837578
"26",14.5170524149502,2.48165733713232,9.22207406419439,12.523353929772,13.3690614428706,4.47874212759747,14.5170524149502,7.67461620119004,2.24246346356352,7.40253581706832
"27",11.7144685953991,3.82299422877962,4.2543713031803,14.5170524149502,0.991740589555997,12.1062745941496,10.8516242428417,12.9503726558392,12.523353929772,11.544522274681
"28",5.95127795152348,1.49605152188031,14.1251184181596,2.11227491363543,12.9503726558392,14.1251184181596,12.1062745941496,3.02798127533219,10.4027944710168,4.75539195617171
"29",8.35398709997155,0.991740589555997,2.24246346356352,8.69659690778527,5.50793457311272,10.4027944710168,13.3690614428706,5.95127795152348,2.11227491363543,14.5170524149502
"30",12.523353929772,10.8516242428417,11.2823275368387,11.7144685953991,10.0783660198763,9.54961526970617,3.52518590294736,4.75539195617171,5.95127795152348,1.27161336724611
"31",0.522140341512538,12.9503726558392,8.69659690778527,7.10397807104958,11.544522274681,1.83036525837578,1.27161336724611,2.11227491363543,9.22207406419439,5.95127795152348
"32",5.14165729377734,12.1062745941496,7.10397807104958,10.4027944710168,8.03096090161983,13.3690614428706,14.7574289048114,13.7069641459383,3.02798127533219,11.2823275368387
"33",10.4027944710168,5.95127795152348,3.02798127533219,10.8516242428417,2.11227491363543,7.40253581706832,12.523353929772,10.8516242428417,13.3690614428706,6.73338878219463
"34",6.18230049518964,0.522140341512538,13.3690614428706,11.544522274681,14.1251184181596,5.95127795152348,3.82299422877962,14.1251184181596,9.54961526970617,2.11227491363543
"35",14.7574289048114,6.73338878219463,2.11227491363543,3.02798127533219,10.4027944710168,9.22207406419439,11.2823275368387,3.82299422877962,14.7574289048114,9.54961526970617
"36",4.47874212759747,4.75539195617171,5.95127795152348,13.2188985826727,3.02798127533219,6.73338878219463,1.83036525837578,6.18230049518964,14.1251184181596,7.67461620119004
"37",8.69659690778527,9.22207406419439,1.49605152188031,2.24246346356352,8.69659690778527,5.14165729377734,6.38992148727729,1.83036525837578,4.2543713031803,8.35398709997155
"38",4.75539195617171,11.544522274681,2.68200828561457,2.48165733713232,13.7069641459383,0.522140341512538,0.522140341512538,11.544522274681,11.2823275368387,5.50793457311272
"39",0.991740589555997,1.83036525837578,13.2188985826727,8.03096090161983,0.522140341512538,2.68200828561457,6.73338878219463,8.03096090161983,4.47874212759747,10.0783660198763
"40",1.83036525837578,4.2543713031803,0.991740589555997,11.2823275368387,2.68200828561457,14.7574289048114,10.4027944710168,8.69659690778527,4.75539195617171,14.1251184181596
"41",3.82299422877962,6.38992148727729,6.73338878219463,6.73338878219463,9.22207406419439,5.50793457311272,4.47874212759747,5.50793457311272,2.48165733713232,10.8516242428417
"42",8.03096090161983,10.4027944710168,14.5170524149502,4.2543713031803,11.2823275368387,12.9503726558392,5.14165729377734,11.7144685953991,13.2188985826727,7.10397807104958
"43",6.73338878219463,13.3690614428706,6.18230049518964,7.40253581706832,5.14165729377734,3.82299422877962,13.7069641459383,7.10397807104958,7.67461620119004,2.68200828561457
"44",11.2823275368387,3.52518590294736,14.7574289048114,4.47874212759747,1.27161336724611,4.2543713031803,2.48165733713232,2.68200828561457,6.38992148727729,12.9503726558392
